canonical_id,question_number,section,marks,question_type,subject_discipline,has_or_choice,has_figure_or_table,papers_appeared_count,years_appeared,question_text,or_question_text
CBSE_SCI_2023_Q07_3143Science,7,A,1,MCQ,General Science,False,False,1,2023,"gmo{S>`_ hmBS´>m°ŠgmBS> jma (EoëH$br) h¡ O~{H$ \o$[aH$ hmBS´>m°ŠgmBS> jma (EoëH$br) Zht h¡, Š`m|{H$ … **1**
- (a) gmo{S>`_ hmBS´>m°ŠgmBS> à~b jmaH$ h¡ O~{H$ \o$[aH$ hmBS´>m°ŠgmBS> Xw~©b jmaH$ h¡Ÿ&
- (b) gmo{S>`_ hmBS´>m°ŠgmBS> Eogm jmaH$ h¡ Omo Ob _| {dbo` h¡ O~{H$ \o$[aH$ hmBS´>m°ŠgmBS> ^r jmaH$ h¡ naÝVw `h Ob _| {dbo` Zht h¡Ÿ&
- (c) gmo{S>`_ hmBS´>m°ŠgmBS> à~b jmaH$ h¡ O~{H$ \o$[aH$ hmBS´>m°ŠgmBS> à~b Aåb h¡Ÿ&
- (d) gmo{S>`_ hmBS´>m°ŠgmBS> Am¡a \o$[aH$ hmBS´>m°ŠgmBS> XmoZm| hr à~b jmaH$ h¢ naÝVw gmo{S>`_ hmBS>m°ŠgmBS> H$s Ob _| {dbo`Vm \o$[aH$ hmBS´>m°ŠgmBS> H$s Ob _| {dbo`Vm H$s VwbZm _| A{YH$ h¡Ÿ&",
CBSE_SCI_2023_Q08_3143Science,8,A,1,MCQ,General Science,False,False,1,2023,"a§Y«m| Ho$ IwbZo Am¡a ~ÝX hmoZo H$m H$maU h¡ …
- **1**
- (a) H$mo{eH$mAm| Ho$ ^rVa J¡gm| H$m Cƒ Xm~
- (b) Ûma H$mo{eH$mAm| _| Ob H$s ~mha Am¡a ^rVa J{V
- (c) Ûma H$mo{eH$mAm| _| àH$me H$m CÔrnZ
- (d) Ûma H$mo{eH$mAm| _| CO2 H$m ^rVa Am¡a ~mha {dgaU",
CBSE_SCI_2023_Q09_3143Science,9,A,1,MCQ,General Science,False,False,1,2023,"O‹S>m| _| Ob Ho$ àdoe H$aZo H$m H$maU h¡ …
- (a) O‹S>m| H$m Ob H$mo Ademo{fV H$aZo H$m H$m`©
- (b) _¥Xm Am¡a O‹S>m| Ho$ ~rM Am`Zm| H$s gm§ÐVm _| AÝVa
- (c) _¥Xm _| Ob Am{YŠ` H$s CnpñW{V
- (d) O‹S>m| _| Ob H$m {dgaU
**1**
4
**1**",
CBSE_SCI_2023_Q05_3143Science,5,A,1,MCQ,Chemistry,False,False,1,2023,"The name of the salt used to remove permanent hardness of water is :
- (a) Sodium hydrogen carbonate (NaHCO3)
- (b) Sodium chloride (NaCl)
- (c) Sodium carbonate decahydrate (Na2CO3.10H2O)
- 1
- (d) Calcium sulphate hemihydrate (CaSO4. 2<sup>H2O)</sup>",
CBSE_SCI_2023_Q06_3143Science,6,A,1,MCQ,General Science,False,False,1,2023,"The electron dot structure of chlorine molecule is :
- (a) (b) (c) (d)",
CBSE_SCI_2023_Q07_3143Science,7,A,1,MCQ,Chemistry,False,False,1,2023,"Sodium hydroxide is termed an alkali while Ferric hydroxide is not because :
- **1**
- **1**
- (a) Sodium hydroxide is a strong base, while Ferric hydroxide is a weak base.
- (b) Sodium hydroxide is a base which is soluble in water while Ferric hydroxide is also a base but it is not soluble in water.
- (c) Sodium hydroxide is a strong base while Ferric hydroxide is a strong acid.
- (d) Sodium hydroxide and Ferric hydroxide both are strong base but the solubility of Sodium hydroxide in water is comparatively higher than that of Ferric hydroxide.",
CBSE_SCI_2023_Q08_3143Science,8,A,1,MCQ,Biology,False,False,1,2023,"Opening and closing of stomata is due to :
- **1**
- (a) High pressure of gases inside the cells.
- (b) Movement of water in and out of the guard cells.
- (c) Stimulus of light in the guard cells.
- (d) Diffusion of CO2 in and out of the guard cells.",
CBSE_SCI_2023_Q09_3143Science,9,A,1,MCQ,General Science,False,False,1,2023,"Water in the root enters due to :
**1**
- (a) the function of the root to absorb water.
- (b) difference in the concentration of ions between the root and the soil.
- (c) excess water present in the soil.
- (d) diffusion of water in the roots.
[P.T.O.
5
**1**",
CBSE_SCI_2023_Q10_3143Science,10,A,1,MCQ,Biology,False,True,1,2023,"ZrM {X`m J`m H$m¡Zgm H$WZ gË` h¡ ?
- (a) DNA _| {H$gr {deof bjU H$s nyU© gyMZm hmoVr h¡Ÿ&
- (b) DNA dh AUw h¡ Omo OZH$m| go g§V{V`m| _| d§emJV bjUm| Ho$ {bE CÎmaXm`r h¡Ÿ&
- (c) gyMZm _| n[adV©Z {^Þ àmoQ>rZ CËnÞ H$aoJmŸ&
- (d) àmoQ>rZ _| n[adV©Z hmoZo na bjU ({deofVmE§) g_mZ ah|JoŸ&
**11.** {H$gr à{VdVu Mmn _| g§doXr V§{ÌH$m H$mo{eH$m gyMZm H$mo J«mhr H$mo{eH$mAm| go H$hm± VH$ nhþ§MmVr h¡ ? **1**
- (a) _oê$ aÁOw
- (c) H$m`©H$a A§J H$s no{e`m±
- (b) _pñVîH$
- (d) J«mhr A§J H$s ApñW`m±
**12.** ídoV nwînm| Ho$ _Q>a Ho$ nm¡Ym| (vv) Am¡a ~¢JZr nwînm| Ho$ _Q>a Ho$ nm¡Ym| (VV) Ho$ ~rM g§H$aU Ho$ n[aUm_ñdê$n F2 g§V{V àmá hþB©, {Og_| ~¢JZr (VV) Am¡a ídoV (vv) nwînm| dmbo nm¡Ym| H$m AZwnmV hmoJm … **1** (a) 1 : 1 (b) 2 : 1 (c) 3 : 1 (d) 1 : 3
**13. 1** {H$gr Ymamdmhr d¥ÎmmH$ma nme Ûmam CËnÞ Mwå~H$s` joÌ H$s Mwå~H$s` joÌ aoImAm| H$m ghr n¡Q>Z© h¡ …
<!-- Start of picture text -->
(a)   (b)<br>(c)   (d)<br><!-- End of picture text -->
31/4/3 6
**1**",
CBSE_SCI_2023_Q10_3143Science,10,A,1,MCQ,Biology,False,False,1,2023,"Which one of the given statements is incorrect :
- (a) DNA has the complete information for a particular characteristic.
- (b) DNA is the molecule responsible for the inheritance of characters from parents to offsprings.
- (c) Change in information will produce a different protein.
- (d) Characteristics will remain the same even if protein changes.",
CBSE_SCI_2023_Q11_3143Science,11,A,1,MCQ,Biology,False,False,1,2023,"Sensory nerve of a reflex arc carries information from the receptor cells to the : **1**
- (a) spinal cord
- (b) brain
- (c) muscles of the effector organ
- (d) bones of the receptor organ",
CBSE_SCI_2023_Q12_3143Science,12,A,1,MCQ,Biology,False,False,1,2023,A cross between pea plant with white flowers (vv) and pea plant with violet flowers (VV) resulted in F2 progeny in which ratio of violet (VV) and white (vv) flowers will be : **1** (a) 1 : 1 (b) 2 : 1 (c) 3 : 1 (d) 1 : 3,
CBSE_SCI_2023_Q13_3143Science,13,A,1,MCQ,Physics,False,True,1,2023,"The correct pattern of magnetic field lines of the field produced by a current carrying circular loop is :
**1**
<!-- Start of picture text -->
(a)   (b)<br>(c)   (d)<br>31/4/3  7 [P.T.O.<br><!-- End of picture text -->
**14.** 12W Am¡a 6W Ho$ Xmo LED ~ë~ loUr _| g§`mo{OV h¢Ÿ& `{X 12W Ho$ ~ë~ go 0.06A Ymam àdm{hV hmo ahr h¡, Vmo 6W Ho$ ~ë~ go àdm{hV Ymam hmoJr … **1** (a) 0.04A (b) 0.06A (c) 0.08A (d) 0.12A",
CBSE_SCI_2023_Q15_3143Science,15,A,1,MCQ,General Science,False,False,1,2023,"Xem©E AZwgma H$moB© Eë\$m H$U {H$gr EH$g_mZ Mwå~H$s` joÌ _| àdoe H$aVm h¡Ÿ& Bg Eë\$m H$U H$s J{V H$s {Xem hmoJr …
- (a) Xm{hZr Amoa
- (b) ~mBª Amoa
- (c) H$mJµO _| ^rVa H$s Amoa OmVo hþE
- **1**
- (d) H$mJµO go ~mha H$s Amoa AmVo hþEŸ
**16.** {H$gr à{VamoYH$ Ho$ _mZ H$mo KQ>mH$a CgHo$ àmapå^H$ _mZ H$m AmYm H$a {X`m J`m h¡Ÿ& `{X {dÚwV n[anW Ho$ AÝ` àmMbm| _| H$moB **©** n[adV©Z Zht hmoVm h¡, Vmo à{VamoYH$ _| CËnÞ D$î_m hmoJr …
- **1**
- (a) Mma JwZr
- (b) Xmo JwZr
- (c) AmYr
- (d) Mm¡WmB©
##### **àíZ g§»`m 17 go 20 VH$ A{^H$WZ Am¡a H$maU AmYm[aV àíZ h¢Ÿ&**
**BZ_| Xmo H$WZ, A{^H$WZ (A) Am¡a H$maU (R) {XE JE h¢Ÿ& ZrMo {XE JE {dH$ënm| _| go Cn`wº$ {dH$ën H$m M`Z H$aVo hþE BZ àíZm| Ho$ CÎma Xr{OEŸ&**
- (a) (A) VWm (R) XmoZm| gË` h¢ Am¡a (R), (A) H$s ghr ì`m»`m H$aVm h¡Ÿ&
- (b) (A) VWm (R) XmoZm| gË` h¢ naÝVw (R), (A) H$s ghr ì`m»`m Zht H$aVm h¡Ÿ&
- (c) (A) gË` h¡ naÝVw (R) AgË` h¡Ÿ&
- (d) (A) AgË` h¡ naÝVw (R) gË` h¡Ÿ&",
CBSE_SCI_2023_Q17_3143Science,17,A,1,Assertion-Reason MCQ,General Science,False,False,1,2023,"A{^H$WZ (A) …** _mZdm| _| `{X H$mbo ZoÌm| Ho$ {bE OrZ (B) CÎmaXm`r h¡ Am¡a ^yao ZoÌm| Ho$ {bE OrZ (b) CÎmaXm`r h¡, Vmo {Og g§V{V H$m OrZ g§`moOZ Bb, bb AWdm BB h¡, Vmo CgHo$ ZoÌm| H$m dU© (a§J) Ho$db H$mbm hr hmoJmŸ&
- **H$maU (R) …** ZoÌm| H$m H$mbm dU© à^mdr bjU h¡Ÿ&",
CBSE_SCI_2023_Q18_3143Science,18,A,1,Assertion-Reason MCQ,General Science,False,False,1,2023,"A{^H$WZ (A) …** {~Zm ~wPo MyZo H$s nmZr go A{^{H«$`m D$î_mjonr A{^{H«$`m h¡Ÿ&
- **H$maU (R) …** {~Zm ~wPm MyZm nmZr go ~hþV Vrd« A{^{H«$`m H$aHo$ AË`{YH$ _mÌm _| D$î_m CËnÞ H$aVm h¡Ÿ&
**1**
**1**
8",
CBSE_SCI_2023_Q14_3143Science,14,A,1,MCQ,Physics,False,False,1,2023,"Two LED bulbs of 12W and 6W are connected in series. If the current through 12W bulb is 0.06A the current through 6W bulb will be :
- **1**
- (a) 0.04A (b) 0.06A (c) 0.08A (d) 0.12A",
CBSE_SCI_2023_Q15_3143Science,15,A,1,MCQ,Physics,False,False,1,2023,"An alpha particle enters a uniform magnetic field as shown. The direction of motion of the alpha particle is :
- (a) towards right
- (b) towards left
- (c) into the page
- **1**
- (d) out of the page",
CBSE_SCI_2023_Q16_3143Science,16,A,1,MCQ,Physics,False,True,1,2023,"The resistance of a resistor is reduced to half of its initial value. If other parameters of the electrical circuit remain unaltered, the amount of heat produced in the resistor will become :
- **1**
- (a) four times
- (b) two times
- (c) half
- (d) one fourth
###### **Q. No. 17 to 20 are Assertion – Reasoning based questions. These consist of two statements – Assertion (A) and Reason (R). Answer these questions selecting the appropriate option given below.**
- (a) Both (A) and (R) are true and (R) is the correct explanation of (A).
- (b) Both (A) and (R) are true but (R) is not the correct explanation of (A).
- (c) (A) is true but (R) is false.
- (d) (A) is false but (R) is true.",
CBSE_SCI_2023_Q17_3143Science,17,A,1,Assertion-Reason MCQ,Biology,False,False,1,2023,"Assertion (A) :** In humans, if gene (B) is responsible for black eyes and gene (b) is responsible for brown eyes, then the colour of eyes of the progeny having gene combination Bb, bb or BB will be black only.
- **Reason (R) :** The black colour of the eyes is a dominant trait.
**1**",
CBSE_SCI_2023_Q18_3143Science,18,A,1,Assertion-Reason MCQ,Chemistry,False,False,1,2023,"Assertion (A) :** Reaction of Quicklime with water is an exothermic reaction.
- **Reason (R) :** Quicklime reacts vigorously with water releasing a large amount of heat.
**1**
9",
CBSE_SCI_2023_Q19_3143Science,19,A,1,Assertion-Reason MCQ,General Science,False,False,1,2023,"A{^H$WZ (A) …** O~ {H$gr Ymamdmhr grYo MmbH$ H$mo Mwå~H$s` joÌ _| CgH$s {Xem Ho$ bå~dV² aIm OmVm h¡, Vmo dh MmbH$ ~b H$m AZw^d H$aVm h¡Ÿ& **H$maU (R) …** {H$gr Ymamdmhr MmbH$ na ZoQ> Amdoe eyÝ` hmoVm h¡Ÿ& **1**",
CBSE_SCI_2023_Q20_3143Science,20,A,1,Assertion-Reason MCQ,General Science,False,False,1,2023,"A{^H$WZ (A) …** jwÐm§Ì Ho$ AmÝV[aH$ AmñVa na AZoH$ A§Jwbr O¡go àdY© hmoVo h¢, {OÝh| XrK©amo_ H$hVo h¢ Am¡a BZ_| é{Ya H$s ~hþVm`V hmoVr h¡Ÿ&
- **H$maU (R) …** BZ XrK©amo_m| H$m n¥ð>r` joÌ\$b A{YH$ hmoVm h¡, Omo ^moOZ Ho$ nyU© nmMZ _| jwÐm§Ì H$s ghm`Vm H$aVm h¡Ÿ&
- **1**
##### **IÊS> - I (A{V bKw-CÎmar` àíZ)**",
CBSE_SCI_2023_Q21_3143Science,21,B,2,Short Answer (2 Marks),General Science,False,False,1,2023,"Cg nmXn hm°_m}Z H$m Zm_ {b{IE Omo {H$gr nmXn Ho$ àamoh H$mo Cg g_` PwH$Zo Ho$ {bE CÎmaXm`r hmoVm h¡ O~ Cg na H$moB© EH${X{eH$ àH$me n‹S>Vm h¡Ÿ& `h hm°_m}Z {H$g àH$ma àH$memZwdV© H$mo ào[aV H$aVm h¡ ?
- **2**",
CBSE_SCI_2023_Q22_3143Science,22,B,2,Short Answer (2 Marks),General Science,False,False,1,2023,"(A)** {H$gr N>mÌ Zo EH$ e§ŠdmH$ma âbmñH$ _| H$m°na Am°ŠgmBS> H$s Hw$N> _mÌm boH$a Cg_| {_lU H$mo bJmVma {dbmo{S>V H$aVo hþE VZw hmBS´>moŠbmo[aH$ Aåb {_bm`mŸ& CgZo {db`Z Ho$ a§J _| n[adV©Z H$m àojU {H$`mŸ&
- **2**
- (i) ~ZZo dmbo `m¡{JH$ H$m Zm_ Am¡a CgH$m a§J {b{IEŸ&
- (ii) hmoZo dmbr A{^{H«$`m H$m g§Vw{bV amgm`{ZH$ g_rH$aU Xr{OEŸ&
##### **AWdm**
- **(B)** H$m°pñQ>H$ gmoS>m Ho$ Am¡Úmo{JH$ {Z_m©U H$s à{H«$`m _| {H$gr `m¡{JH$ ‘X’ Ho$ Obr` {db`Z H$m {dÚwV AnKQ>Z {H$`m OmVm h¡Ÿ& Bg à{H«$`m _| Xmo J¡g| ‘Y’ Am¡a ‘Z’ {ZH$bVr h¢Ÿ& ‘Y’ H¡$WmoS> na {ZH$bVr h¡ Am¡a ‘Z’ Omo {H$ EoZmoS> na {ZH$bVr h¡, ewîH$ ~wPo hþE MyZo go A{^{H«$`m H$aHo$ H$moB© `m¡{JH$ ‘B’ ~ZmVr h¡Ÿ& X, Y, Z Am¡a B Ho$ Zm_ {b{IEŸ&
- **2**",
CBSE_SCI_2023_Q24_3143Science,24,B,2,Short Answer (2 Marks),General Science,False,False,1,2023,"""D$VH$ Vab' H$m AÝ` Zm_ Š`m h¡ ? BgHo$ Xmo H$m`© {b{IEŸ&
**2**
10",
CBSE_SCI_2023_Q19_3143Science,19,A,1,Assertion-Reason MCQ,Physics,False,False,1,2023,"Assertion (A) :** A current carrying straight conductor experiences a force when placed perpendicular to the direction of magnetic field.
- **Reason (R) :** The net charge on a current carrying conductor is always zero. **1**",
CBSE_SCI_2023_Q20_3143Science,20,A,1,Assertion-Reason MCQ,Biology,False,False,1,2023,"Assertion (A) :** The inner walls of the small intestine have finger like projections called villi which are rich in blood.
- **Reason (R) :** These villi have a large surface area to help the small intestine in completing the digestion of food. **1**
###### **SECTION – B (Very Short Answer Questions)**",
CBSE_SCI_2023_Q21_3143Science,21,B,2,Short Answer (2 Marks),Biology,False,False,1,2023,"Name a plant hormone responsible for bending of a shoot of a plant when it is exposed to unidirectional light. How does it promote phototropism ?
- **2**",
CBSE_SCI_2023_Q22_3143Science,22,B,2,Short Answer (2 Marks),Chemistry,False,False,1,2023,"(A)** A student took a small amount of copper oxide in a conical flask and added dilute hydrochloric acid to it with constant stirring. He observed a change in colour of the solution.
- **2**
- (i) Write the name of the compound formed and its colour.
- (ii) Write a balanced chemical equation for the reaction involved.
###### **OR**
- **(B)** The industrial process used for the manufacture of caustic soda involves electrolysis of an aqueous solution of compound ‘X’. In this process, two gases ‘Y’ and ‘Z’ are liberated. ‘Y’ is liberated at cathode and ‘Z’, which is liberated at anode, on treatment with dry slaked lime forms a compound ‘B’. Name X, Y, Z and B. **2**",
CBSE_SCI_2023_Q24_3143Science,24,B,2,Short Answer (2 Marks),Physics,False,True,1,2023,"What is the other name of ‘tissue fluid’ ? Write its two functions.
- **2**
[P.T.O.
11
<!-- Start of picture text -->
Tene feResl ag da aa Tah<br><!-- End of picture text -->
<!-- Start of picture text -->
EYE<br><!-- End of picture text -->
opaoy
<mark>EYE</mark>
<!-- Start of picture text -->
_ ~ ~ ~ Retina<br>Light rays<br>Eye lens Eye ball<br><!-- End of picture text -->
<mark>age ined</mark>
<mark>aie ia</mark>
<!-- Start of picture text -->
aie<br><!-- End of picture text -->
**3**
**29.** {H$gr Jmobr` Xn©U go 20 cm H$s Xyar na {H$gr {~å~ H$mo aIZo na CËnÞ AmdY©Z +1/2 h¡Ÿ& AmdY©Z H$mo KQ>mH$a +1/3 H$aZo Ho$ {bE {~å~ H$mo H$hm± aIm OmZm Mm{hEŸ?",
CBSE_SCI_2023_Q30_3143Science,30,C,3,Short Answer (3 Marks),General Science,False,False,1,2023,"(A)** (i) n¡am_r{e`_ AnZm ^moOZ {H$g àH$ma àmá H$aVm h¡ ?
- **3**
- (ii) h_mao nmMZ V§Ì _| {ZåZ{b{IV _| go àË`oH$ H$s ^y{_H$m {b{IE …
- (a) hmBS´>moŠbmo[aH$ Aåb
- (b) {Q´>pßgZ
- (c) Am_me` H$s noer` {^{Îm`m±
- (d) bmbm ag (bma)
##### **AWdm**
- **(B)** (i) Xmoham n[ag§MaU {H$go H$hVo h¢ ?
- **3**
- (ii) öX` Ho$ Xm{hZo ^mJ Am¡a ~mE§ ^mJ H$m n¥WŠH$Z Š`m| Cn`moJr h¡ ? `h n{j`m| Am¡a ñVZnm{``m| H$s {H$g àH$ma ghm`Vm H$aVm h¡ ?",
CBSE_SCI_2023_Q31_3143Science,31,C,3,Short Answer (3 Marks),General Science,False,False,1,2023,"(A)** (i) àË`mdVu Ymam (A.C.) H$mo {Xï> Ymam (D.C.) H$s VwbZm _| {dÚwV e{º$ Ho$ gwXya **3** ñWmZm| na àofU Ho$ {bE A{YH$ bm^H$mar Š`m| _mZm OmVm h¡ ?
- (ii) Kaoby Amny{V© Ho$ {bE Cn`moJ hmoZo dmbr Bg àH$ma H$s Ymam ewîH$ gobm| AWdm ~¡Q>[a`m| go àmá Ymam go {H$g àH$ma {^Þ hmoVr h¡Ÿ?
- (iii) {dÚwV â`yO {H$g àH$ma {dÚwV n[anW Am¡a {dÚwV gm{YÌm| H$mo bKwnWZ AWdm A{V^maU Ho$ H$maU hmoZo dmbr g§^m{dV j{V go ~MmVm h¡Ÿ?
##### **AWdm**
- **(B)** Xem©`r J`r Ymamdmhr n[aZm{bH$m Ho$ Mwå~H$s` joÌ H$mo Amao{IV H$s{OE Am¡a H$maU g{hV ì`m»`m H$s{OE {H$ VrZ {~ÝXwAm| A, B Am¡a C _| {H$g {~ÝXw na joÌ H$s Vrd«Vm A{YH$V_ Am¡a {H$g na {ZåZV_ h¡Ÿ?
- **3**",
CBSE_SCI_2023_Q32_3143Science,32,C,3,Short Answer (3 Marks),General Science,False,False,1,2023,"O¡d {ZåZrH$aUr` Am¡a AO¡d {ZåZrH$aUr` An{eï>m| Ho$ ~rM EH$ AÝVa {b{IEŸ& BZ_| go àË`oH$ àH$ma Ho$ An{eï>m| Ho$ g§{MV hmoZo na n`m©daU na hmoZo dmbo Xmo-Xmo A{Yà^mdm| H$s gyMr ~ZmBEŸ&
**3**
14",
CBSE_SCI_2023_Q29_3143Science,29,C,3,Short Answer (3 Marks),Physics,False,False,1,2023,The magnification produced when an object is placed at a distance of 20 cm from a spherical mirror is +1/2. Where should the object be placed to reduce the magnification to +1/3.,
CBSE_SCI_2023_Q30_3143Science,30,C,3,Short Answer (3 Marks),Chemistry,False,False,1,2023,"(A)** (i) How does Paramecium obtain its food ?
- **3**
- **3**
- (ii) List the role of each of the following in our digestive system :
- (a) Hydrochloric acid
- (b) Trypsin
- (c) Muscular walls of stomach
- (d) Salivary amylase
###### **OR**
- **(B)** (i) What is double circulation ?
- **3**
- (ii) Why is the separation of the right side and the left side of the heart useful ? How does it help birds and mammals ?",
CBSE_SCI_2023_Q31_3143Science,31,C,3,Short Answer (3 Marks),Physics,False,True,1,2023,"(A)** (i) Why is an alternating current (A.C.) considered to be **3** advantageous over direct current (D.C.) for the long distance transmission of electric power ?
- (ii) How is the type of current used in household supply different from the one given by a battery of dry cells ?
- (iii) How does an electric fuse prevent the electric circuit and the appliances from a possible damage due to short circuiting or overloading.
###### **OR**
- **(B)** For the current carrying solenoid as shown, draw magnetic field lines and give reason to explain that out of the three points A, B and C, at which point the field strength is maximum and at which point it is minimum ? **3**",
CBSE_SCI_2023_Q32_3143Science,32,C,3,Short Answer (3 Marks),Biology,False,False,1,2023,"Write one difference between biodegradable and non-biodegradable wastes. List two impacts of each type of the accumulated waste on environment if not disposed off properly.
**3**
[P.T.O.
15
**3**
**3**",
CBSE_SCI_2023_Q33_3143Science,33,C,3,Short Answer (3 Marks),General Science,False,False,1,2023,"(A)** ídoV àH$me Ho$ {djonU H$s n[a^mfm {b{IEŸ& H$m±M Ho$ {à **µ** Á_ go JwOaZo na àH$me Ho$ Cg dU© (a§J) H$m C„oI H$s{OE Omo (i) g~go A{YH$, (ii) g~go H$_ _w‹S>Vm h¡Ÿ& ídoV àH$me Ho$ {djonU H$mo Xem©Zo Ho$ {bE AmaoI It{MEŸ&
##### **AWdm**
- **(B)** BÝÐYZwf Š`m hmoVm h¡ ? BgHo$ ~ZZo H$mo Xem©Zo Ho$ {bE Zm_m§{H$V AmaoI It{MEŸ&
##### **IÊS> - K**
##### **(XrK©-CÎmar` àíZ)**",
CBSE_SCI_2023_Q34_3143Science,34,D,5,Long Answer (5 Marks),General Science,False,False,1,2023,"(i) hmBS´>m _| àojU H$s OmZo dmbr Ab¢{JH$ OZZ H$s Xmo {dYmAm| Ho$ Zm_ {b{IE Am¡a CZH$s ì`m»`m H$s{OEŸ&
**5**
- (ii) H$m{`H$ àdY©Z {H$go H$hVo h¢Ÿ? Bg VH$ZrH$ H$mo Cn`moJ {H$E OmZo Ho$ Xmo bm^m| H$s gyMr ~ZmBEŸ&",
CBSE_SCI_2023_Q35_3143Science,35,D,5,Long Answer (5 Marks),General Science,False,False,1,2023,"(i) {H$gr MmbH$ Ho$ {gam| Ho$ ~rM {d^dmÝVa Am¡a Cggo àdm{hV Ymam nañna {H$g àH$ma **5** g§~§{YV h¡ ?
- Bg g§~§Y H$mo gË`m{nV H$aZo Ho$ {bE {dÚwV n[anW AmaoI It{MEŸ&
- (ii) A_rQ>a H$m à{VamoY {ZåZ Š`m| hmoZm Mm{hE ?
- (iii) Xmo à{VamoYH$m| Ho$ loUr Am¡a nmíd© g§`moOZm| Ho$ {bE Xmo V - I J«m\$ A Am¡a B AmaoI _| Xem©E JE h¢Ÿ& H$maU g{hV C„oI H$s{OE {H$ BZ_| go H$m¡Zgm J«m\$ à{VamoYH$m| Ho$ (a) loUr, (b) nmíd© g§`moOZ H$mo Xem©Vm h¡Ÿ&
16
**3**",
CBSE_SCI_2023_Q33_3143Science,33,C,3,Short Answer (3 Marks),Physics,False,True,1,2023,"(A)** Define the term dispersion of white light. State the colour which bends (i) the most, (ii) the least while passing through a glass prism. Draw a diagram to show the dispersion of white light.
###### **OR**
- **(B)** What is a rainbow ? Draw a labelled diagram to show its formation.
**3**
###### **SECTION – D (Long Answer Questions)**",
CBSE_SCI_2023_Q34_3143Science,34,D,5,Long Answer (5 Marks),Biology,False,False,1,2023,"(i) Name and explain the two modes of asexual reproduction observed in hydra.
- **5**
- (ii) What is vegetative propagation ? List two advantages of using this technique.",
CBSE_SCI_2023_Q35_3143Science,35,D,5,Long Answer (5 Marks),Physics,False,True,1,2023,"(i) How is electric current related to the potential difference across the **5** terminals of a conductor ?
- Draw a labelled circuit diagram to verify this relationship.
- (ii) Why should an ammeter have low resistance ?
- (iii) Two V - I graphs A and B for series and parallel combinations of two resistors are as shown. Giving reason state which graph shows (a) series, (b) parallel combination of the resistors.
[P.T.O.
17
**5**",
CBSE_SCI_2023_Q36_3143Science,36,D,5,Long Answer (5 Marks),Physics,False,False,1,2023,"(A)** {ZåZ{b{IV Ho$ {bE g§Vw{bV amgm`{ZH$ g_rH$aU {b{IE …
- (i) _oW¡Z H$m XhZ (ii) EWZm°b H$m CnM`Z
- (iii) EWrZ H$m hmBS´>moOZrH$aU (iv) EñQ>arH$aU A{^{H«$`m
- (v) gm~wZrH$aU A{^{H«$`m
##### **AWdm**
- **(B)** (i) ã`yQ>oZ Ho$ Xmo g§aMZmË_H$ g_md`d It{MEŸ&
- **5**
- (ii) àmon¡Zm°b Am¡a àmon¡ZmoZ H$s g§aMZm It{MEŸ&
- (iii) {ZåZ{b{IV Ho$ Vrgao g_OmV H$m Zm_ {b{IE …
- (a) EoëH$mohm°b
- (b) EopëS>hmBS>
- (iv) {ZåZ{b{IV H$m Zm_ {b{IE …
(a)
-
- (b) CH3 CH2CH = CH2
- (v) ZmBQ´>moOZ-AUw _| ghg§`moOr Am~§Y ~ZZm Xem©BEŸ&
##### **IÊS> - ‹S> (òmoV AmYm[aV/àH$aU AmYm[aV àíZ)**",
CBSE_SCI_2023_Q37_3143Science,37,E,4,Case-Based / Source-Based (4 Marks),General Science,False,False,1,2023,"OZZ à{H«$`m H$m gdm©{YH$ àË`j {ZîH$f© g§V{V _| ì`{ï>`m| H$m g_ê$n {S>OmBZ hmoZm h¡, naÝVw b¢{JH$ OZZ _| do VÏ`V… g_ê$n Zht hmoVo h¢Ÿ& BZ_| g_ê$nVmE§ Am¡a {d{^ÞVmE§ gwñnï> hmoVr h¢Ÿ& d§emJ{V Ho$ {Z`_ Cg à{H«$`m H$mo {ZYm©[aV H$aVo h¢ {OgHo$ Ûmam bjU Am¡a {deofVmE§ {dídgZr`Vm go d§emZwJV hmoVr h¢Ÿ& d§emJ{V Ho$ {Z`_m| Ho$ AÜ``Z Ho$ {bE H$B© à`moJ {H$E JE h¢Ÿ&
**4**
- (i) b¢{JH$ OZZ _| _mZdm| H$s g§V{V AnZo OZH$m| H$s `WmVÏ` à{VH¥${V Š`m| Zht hmoVr h¡ ? **1**
18
**5**",
CBSE_SCI_2023_Q36_3143Science,36,D,5,Long Answer (5 Marks),Chemistry,False,False,1,2023,"(A)** Write the chemical equation for the following :
- (i) Combustion of methane
- (ii) Oxidation of ethanol
- (iii) Hydrogenation of ethene (iv) Esterification Reaction
- (v) Saponification Reaction
###### **OR**
- **(B)** (i) Draw two structural isomers of butane.
- **5**
- (ii) Draw the structures of propanol and propanone.
- (iii) Name the third homologue of :
- (a) alcohols (b) aldehydes
- (iv) Name the following :
(a)
-
- (b) CH3 CH2CH = CH2
- (v) Show the covalent bond formation in nitrogen molecule.
###### **SECTION – E**
###### **(Source Based/Case Based Questions)**",
